Delta_T_C_scaled,Rload_ohm_scaled,Seebeck_V_per_K_scaled,Power_W_scaled,Efficiency_%_scaled
0.7533013205282113,0.9810526315789474,0.5,0.028949150950869272,0.030998202410542124
0.8626250500200081,0.7510526315789472,0.5,0.04690027520943119,0.04718189301281291
0.004241696678671469,0.5284210526315789,0.5,0.0013869565769376179,0.007917225366607245
0.7348139255702282,0.22684210526315784,0.5,0.10569682656163203,0.12903906447189561
0.4829931972789116,0.1094736842105263,0.0,0.07853567573116647,0.13179966126164663
0.29247699079631856,0.4510526315789473,1.0,0.01883519274599305,0.04156698477724169
0.037414965986394544,0.14,0.0,0.007037441086098376,0.03411252767532081
0.7947178871548619,0.8773684210526316,0.5,0.03525713987422964,0.03696070104335676
0.12705082032813125,0.1094736842105263,1.0,0.02622189084640306,0.0925228278438256
0.518607442977191,0.6636842105263157,1.0,0.028720207947844134,0.04280470756485727
0.5782312925170068,0.5505263157894738,1.0,0.04042095909872311,0.05686044359720526
0.7795518207282914,0.7999999999999998,0.0,0.030054135599627874,0.03133531461067734
0.32601040416166477,0.12052631578947368,0.5,0.05351546056632398,0.11663759856114782
0.28879551820728294,0.9042105263157894,1.0,0.009252349684742006,0.018698247465663342
0.11884753901560624,0.16631578947368422,1.0,0.018136506935506523,0.06502696166724575
0.6905962384953981,0.8989473684210525,0.5,0.027391714449109986,0.03155249047767501
0.26970788315326133,0.15105263157894736,0.5,0.03593716533966973,0.08702661635711428
0.20908363345338132,0.23526315789473684,0.5,0.018793629910547924,0.05120242844228219
0.8416966786714686,0.9336842105263157,1.0,0.04438213458956577,0.04539145523477342
0.31004401760704287,0.28421052631578947,0.5,0.02531379855783239,0.054968996540346676
0.07775110044017608,0.3910526315789473,1.0,0.0061242749582712825,0.02435249699466311
0.05566226490596238,0.9142105263157896,1.0,0.0017279474614356723,0.006635831447114758
0.9943177270908363,0.7684210526315789,1.0,0.07069707915228078,0.06489991913485677
0.5501000400160065,0.22368421052631576,0.5,0.06846836862765117,0.1035417857789685
0.043777511004401776,0.21789473684210525,1.0,0.00802168217724952,0.037839462880142796
0.9374149659863946,0.8078947368421052,0.5,0.0502581942947885,0.04716374190431027
0.7002000800320127,0.34736842105263155,0.5,0.06810606808492319,0.08475161673651257
0.6709083633453381,0.5005263157894737,0.5,0.045751338855118555,0.05739277128156197
0.981592637054822,0.9026315789473682,0.0,0.039347802631823955,0.034220206239197366
0.27498999599839935,0.36052631578947364,0.5,0.01758688261242718,0.040215171369942286
0.6245698279311724,0.2494736842105263,0.5,0.07578265864140388,0.10413559766251487
0.8856342537014807,0.36157894736842106,0.5,0.09607867031208332,0.09973840528424881
0.12665066026410565,0.9126315789473685,1.0,0.0035024946146444656,0.010257077498364521
0.6221688675470189,0.059473684210526304,0.0,0.16570965049114292,0.2340856362642766
0.716126450580232,0.5415789473684209,0.5,0.04715859777029087,0.0560694214931623
0.08695478191276512,0.9636842105263157,0.5,0.0017005861589444236,0.005111153221598818
0.3963985594237696,0.2494736842105263,0.5,0.03914536621880027,0.07358047168486746
0.7747899159663865,0.7484210526315789,0.5,0.03943231289165103,0.04292169315052045
0.3060824329731893,0.8278947368421052,0.0,0.006979184211904104,0.012521915855328815
0.4952781112444978,0.624736842105263,1.0,0.02842159209586192,0.04394348617346537
0.6696678671468588,0.8789473684210525,1.0,0.032474582952056574,0.03939044179555647
0.9923969587835135,0.9578947368421051,0.0,0.037839223437981566,0.0323533813528224
0.7657462985194077,0.5163157894736843,1.0,0.06665653639893547,0.07679318976140774
0.45742296918767517,0.9705263157894737,0.5,0.013357592773104249,0.01968307531199248
0.41500600240096036,0.4752631578947368,0.5,0.02340253079041821,0.04083057305970926
0.4776310524209684,0.9378947368421053,0.0,0.011754570105441894,0.01610447458434476
0.5052821128451381,0.43421052631578944,1.0,0.04115182221058222,0.06462109293586407
0.9561024409763907,0.24315789473684207,0.0,0.12389022958347834,0.12178802437013492
0.22993197278911565,0.6826315789473685,0.0,0.005888197447703438,0.012851083867726444
0.05842336934773912,0.7352631578947368,0.5,0.0018290759130235573,0.006960961158260838
0.9187675070028012,0.9315789473684211,0.5,0.04234882950757711,0.03967569094139347
0.7653861544617848,0.30894736842105264,1.0,0.10541858056611558,0.12441202023988635
0.694357743097239,0.7194736842105263,0.0,0.027583259284167345,0.03164707252321732
0.46050420168067224,0.21736842105263154,0.0,0.04363021118882553,0.07387515894998983
0.8548219287715086,0.004736842105263164,0.0,0.5353024495028891,0.5963590614871488
0.4673869547819128,0.9278947368421051,0.0,0.011496785053611038,0.015990841427033824
0.18459383753501402,0.54,0.0,0.005839183981091759,0.014958768672182406
0.40116046418567436,0.1768421052631579,0.0,0.04250190497753614,0.07956414001929164
0.4673869547819128,0.8884210526315788,0.0,0.012023899020448401,0.01692680917091388
0.1726690676270508,0.5557894736842106,0.5,0.006731565943589836,0.018475951730836354
0.38419367747098837,0.09368421052631579,1.0,0.09533312322647128,0.18921962973142678
0.7543817527010803,0.5005263157894737,1.0,0.06696039330612635,0.07815996493835319
0.028251300520208078,0.4015789473684211,0.0,0.002108613763899001,0.010164883048725577
0.31184473789515804,0.5863157894736841,0.5,0.012937600472608835,0.026103280726517922
0.14197679071628655,0.43842105263157893,0.5,0.007070708302485021,0.021874544546619544
0.9310124049619848,0.8326315789473684,0.0,0.038890579279286366,0.035553733442072494
0.3005202080832334,0.6926315789473685,0.0,0.008232245161393814,0.015697576414655245
0.029491796718687485,0.25052631578947365,1.0,0.006121158982134319,0.03077915786516134
0.9727090836334535,0.1331578947368421,0.0,0.20363000899854308,0.20056729416836544
0.31120448179271704,0.7694736842105263,1.0,0.012070169966671804,0.02413330366878274
0.5731892757102841,0.9552631578947368,0.0,0.015337086746685775,0.018824845391539627
0.40856342537014806,0.8521052631578947,0.0,0.01025541504199469,0.015729465524939777
0.10600240096038416,0.30473684210526314,0.5,0.007888022429771546,0.028350052826928
0.804561824729892,0.9342105263157894,0.5,0.03384545935758561,0.03487113606947873
0.9394957983193277,0.34421052631578947,1.0,0.13409769876865085,0.1342719289391555
0.4831932773109245,0.3784210526315789,0.5,0.03591133436474299,0.05782383460039665
0.7495398159263706,0.9484210526315788,0.5,0.029683618552592342,0.03206274462052438
0.3741496598639456,0.7147368421052631,0.5,0.013603933432491229,0.023961453630750716
0.9980392156862745,0.7594736842105263,0.0,0.04780495501411686,0.04203073188386653
0.9103241296518609,0.2326315789473684,1.0,0.1774654179677162,0.184258732177633
0.2843937575030012,0.11789473684210527,1.0,0.05581021593469281,0.13280871438805772
0.8584233693477392,0.4889473684210525,1.0,0.08438536852080622,0.08937018993205742
0.4352941176470589,0.45315789473684204,0.0,0.021006007179100124,0.03485515005189565
0.2041216486594638,0.7521052631578946,1.0,0.007321560825432237,0.01827685098344367
0.7649459783913566,0.004736842105263164,0.5,0.5531096989796266,0.6743488733906652
0.047619047619047616,0.28789473684210526,0.0,0.0039186534442535535,0.01753299583823157
0.6025610244097639,0.4147368421052632,0.0,0.03705013321654438,0.0499680749464219
0.0002801120448179262,0.986842105263158,0.0,0.0,0.0
0.953341336534614,0.9168421052631579,0.5,0.04577457652233117,0.041817661320678504
0.9209683873549421,0.9021052631578947,0.0,0.035327773454342,0.03216176201139834
0.002641056422569038,0.5447368421052632,0.5,0.001282605972806319,0.007419894507543856
0.8024009603841538,0.30473684210526314,0.5,0.09493112363357216,0.10718578473850222
0.4839535814325731,0.6163157894736842,0.5,0.02281301327485372,0.035057697560629306
0.5632252901160464,0.28947368421052627,0.0,0.04602970318724615,0.06681128002375501
0.9613045218087235,0.6652631578947368,0.0,0.05088104771377952,0.04669942115923975
0.18571428571428572,0.8899999999999999,1.0,0.005456740004433964,0.013722358390871199
0.6853141256502602,0.07526315789473684,0.5,0.20818835023496715,0.27380988689943514
0.47967186874749895,0.10578947368421052,1.0,0.11943233463204543,0.20378031166870123
0.8910364145658265,0.898421052631579,0.5,0.04166325327668744,0.040099770878441486
0.958703481392557,0.055263157894736833,0.0,0.3430460467498377,0.3456780161249925
0.9725890356142459,0.27157894736842103,1.0,0.17412570133031655,0.17076541181267593
0.3011204481792717,0.7636842105263157,0.0,0.007442974857615379,0.013805019404686392
0.16558623449379756,0.6457894736842105,1.0,0.006844060628839999,0.019320553035769412
0.8326930772308925,0.7978947368421052,0.0,0.033607303791249175,0.03347596409970561
0.28663465386154463,0.13210526315789473,0.5,0.04272467653416221,0.10030772235735237
0.5036014405762306,0.9478947368421053,0.0,0.01261778211412545,0.016730903848789586
0.2498999599839936,0.9747368421052631,0.0,0.0043828976896891905,0.008036446145300177
0.5500200080032014,0.7310526315789474,0.5,0.023443250930031436,0.032409852828023916
0.46306522609043627,0.3878947368421052,0.0,0.026539829784806516,0.04302135954953323
0.43713485394157664,0.5631578947368421,0.0,0.017167764861388008,0.02759741601595677
0.45618247298919573,0.09736842105263158,1.0,0.11755619200634931,0.20790994304598745
0.8891156462585035,0.8663157894736842,0.5,0.04300066929088412,0.04163707007811531
0.6119647859143658,0.7536842105263157,0.0,0.021546551774685643,0.026687578333407888
0.061944777911164484,0.9368421052631579,0.5,0.0013018091612915562,0.004398759983669951
0.516686674669868,0.14473684210526316,0.5,0.0878065944182687,0.14063860239664733
0.6828331332533013,0.3236842105263158,1.0,0.08450221946968409,0.10855375032865593
0.5126050420168067,0.6847368421052631,1.0,0.02738843410107979,0.041003590579836026
0.6226490596238496,0.15368421052631578,1.0,0.13446272286612804,0.18892994771586885
0.08471388555422171,0.3731578947368421,0.0,0.004203009931570721,0.015610834336944336
0.44273709483793516,0.5852631578947367,0.5,0.021049173255785415,0.0344580997873245
0.9930772308923572,0.6126315789473684,0.0,0.05809985622944455,0.05245925001003984
0.0668267306922769,0.45421052631578945,0.0,0.002821264715012373,0.010946830494854268
0.803921568627451,0.52,0.5,0.05902446846577945,0.06462323125617772
0.45018007202881155,0.5015789473684209,0.0,0.020032056006495744,0.032137644914172925
0.6337735094037615,0.7426315789473683,1.0,0.035048708956869776,0.045016664467079456
0.046458583433373335,0.5584210526315789,1.0,0.003044218456596851,0.01344367252999174
0.39547819127651057,0.6373684210526316,1.0,0.02016975598901562,0.035943044204850734
0.4067226890756303,0.14105263157894737,1.0,0.07747884236915105,0.14709075840889368
0.9203281312525011,0.20105263157894737,1.0,0.20332274840982079,0.2099129522103794
0.5712284913965586,0.17473684210526316,0.5,0.08826433067503597,0.1309525564097608
0.36698679471788714,0.02631578947368421,1.0,0.16723178056821533,0.3454131707377118
0.4326930772308924,0.6052631578947367,0.5,0.019712004207077128,0.03260072980654113
0.4893157262905163,0.23894736842105263,0.0,0.04401031663738828,0.07117794104940674
0.32308923569427767,0.8789473684210525,1.0,0.011071189971880543,0.021178808343624685
0.2173269307723089,0.17789473684210524,1.0,0.030167119943688536,0.0823550025914936
0.3035214085634254,0.0568421052631579,0.5,0.07804820842484352,0.17985656757182547
0.2352541016406563,0.8773684210526316,1.0,0.007352326781843871,0.016602199787692326
0.4637855142056822,0.0436842105263158,1.0,0.1879796486202731,0.33118243591209995
0.2848739495798319,0.841578947368421,0.5,0.007912628300223233,0.01562670237811393
0.8321728691476591,0.07736842105263159,0.5,0.27873979641070595,0.31497560817201625
0.14765906362545017,0.4110526315789474,0.5,0.007839808507015593,0.02403462102924217
0.04893957583033215,0.9394736842105262,0.0,0.0006608301383439416,0.001909098690512553
0.7606642657062825,0.578421052631579,1.0,0.05935048098516814,0.06821909762056699
0.6882753101240497,0.7342105263157894,0.0,0.026665605210875094,0.030682622051522314
0.40600240096038415,0.4468421052631579,1.0,0.029317396292531092,0.05309690066931541
0.08179271708683472,0.6110526315789473,0.0,0.0022440724773370884,0.007604647014058545
0.7261304521808722,0.7384210526315789,0.5,0.03595297132383196,0.04105567683594228
0.3644657863145258,0.2631578947368421,0.5,0.033395018175239384,0.06602708949905904
0.42909163665466193,0.7152631578947368,0.5,0.016533031767332163,0.026835266536089274
0.5935974389755903,0.5973684210526315,0.0,0.02573094415168916,0.03370009006339495
0.35422168867547016,0.32,0.5,0.027087711237217038,0.053878510687283894
0.7608643457382953,0.7921052631578946,0.0,0.02915815156101301,0.030962328768701572
0.07683073229291715,0.03894736842105263,0.0,0.022107617253528104,0.09283458222397628
0.8322929171668669,0.6073684210526316,1.0,0.06563380618523008,0.07026235426240236
0.7832733093237294,0.8368421052631578,0.0,0.028992045573452183,0.02991262207241776
0.6951980792316927,0.10052631578947369,1.0,0.21511317400636365,0.27988579221440596
0.7387354941976791,0.8899999999999999,0.5,0.03085081827630655,0.03397803783218997
0.4136854741896759,0.46315789473684216,1.0,0.02910669259670123,0.0519464741048028
0.8205682272909165,0.09789473684210526,0.0,0.1902943439660185,0.21591378742289435
0.6369747899159663,0.3226315789473684,0.0,0.05056365305375993,0.06678929260749322
0.18779511804721893,0.43578947368421045,1.0,0.011662133402375784,0.032571882866910665
0.28839535814325734,0.016315789473684214,0.5,0.11712249770769984,0.28041471435276977
0.9732693077230892,0.4705263157894736,1.0,0.10762811273278607,0.10348572480128837
0.5409363745498199,0.2273684210526316,0.5,0.06588757666045528,0.10077218727237729
0.15210084033613447,0.8273684210526315,1.0,0.00475668547320574,0.01327919671247057
0.6924769907963186,0.9157894736842105,0.5,0.027014940470360967,0.03097236129732029
0.28735494197679073,0.48263157894736836,0.0,0.011209659598682645,0.023530784008436216
0.5831132452981194,0.0015789473684210548,0.5,0.3852450984489812,0.5783027625011452
0.40036014405762305,0.5321052631578946,0.0,0.01598408472627832,0.027337858589943066
0.7775110044017608,0.6584210526315788,0.5,0.044813781171834266,0.04930950863877633
0.8008403361344538,0.641578947368421,0.5,0.04819630495570428,0.05201873067153915
0.48935574229691875,0.34210526315789475,0.0,0.03223329332118653,0.050927780535318726
0.3151660664265707,0.04157894736842105,0.0,0.0768806066495311,0.1729650003577535
0.4667066826730693,0.45421052631578945,1.0,0.03517239639762276,0.05809597796485407
0.8309323729491798,0.1768421052631579,1.0,0.19027397327135198,0.21365679295344964
0.18707482993197277,0.42368421052631583,0.5,0.00967988957579146,0.02657734300605616
0.6074829931972789,0.07947368421052631,0.5,0.16747427498209003,0.2410463886879477
0.9580232092837135,0.2552631578947368,1.0,0.17885592554959534,0.17783377191855582
0.1707482993197279,0.2657894736842105,0.0,0.010880244279924053,0.0318605267137086
0.9433773509403762,0.2747368421052631,0.0,0.10936501593086766,0.10815631495177958
0.20884353741496597,0.5694736842105264,0.5,0.008111819490144636,0.020282913127669985
0.7277711084433773,0.13,0.5,0.15985894570835377,0.19925577228850747
0.3381752701080432,0.6594736842105262,0.5,0.01282416588987323,0.02426789607733708
0.44569827931172473,0.2931578947368421,0.5,0.04011066975684795,0.06925402001947904
0.46594637855142057,0.1431578947368421,1.0,0.09253665506885354,0.16024835077293445
0.5115646258503401,0.7336842105263157,0.0,0.016742838996488145,0.023343078203669723
0.8068427370948381,0.7373684210526315,0.5,0.04274337957333283,0.04525207761588588
0.5990796318527412,0.4221052631578947,0.0,0.03613371075218432,0.048854076262886875
0.34937975190076037,0.7863157894736841,1.0,0.013800142860928889,0.02574937412237816
0.9683473389355743,0.3052631578947368,0.0,0.10440476648354165,0.10067821458133236
0.3048019207683073,0.2857894736842105,0.5,0.02465397741821247,0.05405637667454689
0.3903161264505803,0.8789473684210525,0.5,0.01170732610271772,0.019325306598503803
0.9267306922769107,0.8294736842105264,1.0,0.05838509138881664,0.05621975700617395
0.024969987995198062,0.6863157894736842,0.0,0.0008282586803605718,0.0036662762188623826
0.27943177270908365,0.6815789473684211,0.5,0.009625995404880745,0.020110055671592304
0.5339735894357744,0.1331578947368421,0.5,0.0979534348858034,0.15356190363054437
0.1321328531412565,0.07157894736842105,0.5,0.029287650643555544,0.101945582636164
0.5279311724689875,0.4163157894736842,1.0,0.04562224828676056,0.06969250784715189
0.37539015606242504,0.9789473684210528,0.0,0.007810025823929531,0.011964172368695932
0.14489795918367349,0.7015789473684211,0.5,0.0043212586688710945,0.012192724481956381
0.40972388955582234,0.6231578947368421,0.0,0.014150017021623659,0.02325665687236181
0.8339335734293718,0.25,1.0,0.14486448923787318,0.1609646120348979
0.2559823929571829,0.5684210526315789,0.0,0.008195512888781845,0.017751622638097854
0.6803921568627451,0.4510526315789473,0.0,0.04149223102266182,0.050973121447709005
0.08507402961184474,0.7147368421052631,0.0,0.0018634049254198657,0.005862963998097376
0.2407362945178071,0.6705263157894736,1.0,0.010035599510364333,0.02353039908320577
0.6490196078431374,0.4326315789473684,0.0,0.04001647311890145,0.05102957186559732
0.37923169267707085,0.7747368421052632,0.0,0.010149946196343806,0.01662985890850789
0.1546218487394958,0.12421052631578947,1.0,0.02833947843560248,0.09191763102316856
0.9409763905562225,0.6894736842105262,0.5,0.058822016107501235,0.05589295219391113
0.8512204881952781,0.09421052631578947,0.5,0.25587146955173024,0.2833719276962157
0.11476590636254502,0.7773684210526315,1.0,0.0038680388410663215,0.01225809673062985
0.1340136054421769,0.2657894736842105,0.5,0.01090660783082063,0.036149873280541645
0.6360944377751101,0.8252631578947367,0.0,0.020955052098060707,0.024896787932498388
0.7400560224089636,0.18789473684210528,0.0,0.100544440183218,0.1217885288044338
0.631012404961985,0.3263157894736842,1.0,0.07422767312757518,0.10106190995079449
0.6308523409363744,0.4847368421052632,1.0,0.0520089087387326,0.0693893990413931
